"id"	"dtxsid"	"preferred_name"	"casrn"	"mol_formula"	"mol_weight"	"pubchem_cid"
7491	"DTXSID7052579"	"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde"	"84-83-3"	"C13H15NO"	201.269	
7492	"DTXSID7052602"	"1,4-Dichloro-2-nitrobenzene"	"89-61-2"	"C6H3Cl2NO2"	192.0	6977
7493	"DTXSID7052604"	"Piperitone"	"89-81-6"	"C10H16O"	152.237	
7494	"DTXSID7052606"	"Sumilizer GA 80"	"90498-90-1"	"C43H64O10"	740.975	
7495	"DTXSID7052652"	"Citronellyl isobutyrate"	"97-89-2"	"C14H26O2"	226.36	60985
7496	"DTXSID7052654"	"2-Furylmethanethiol"	"98-02-2"	"C5H6OS"	114.16	7363
7497	"DTXSID7052656"	"Thiophene-2-carbaldehyde"	"98-03-3"	"C5H4OS"	112.15	
7498	"DTXSID7052658"	"3-(Trifluoromethyl)phenol"	"98-17-9"	"C7H5F3O"	162.111	
7499	"DTXSID7052731"	"3-Methylphenanthrene"	"832-71-3"	"C15H12"	192.261	
7500	"DTXSID7052735"	"1,2-dibromo(phenyl)ethane"	"93-52-7"	"C8H8Br2"	263.96	7145
7501	"DTXSID7052737"	"Methyl bromoacetate"	"96-32-2"	"C3H5BrO2"	152.975	
7502	"DTXSID7052860"	"Ameltolide"	"787-93-9"	"C15H16N2O"	240.306	13086
7503	"DTXSID7052866"	"cis-Permethrin in cyclohexane"	"NOCAS_52866"			40463
7504	"DTXSID7057573"	"1-(2-Bromo-4-hydroxyphenyl)ethanone"	"61791-99-9"	"C8H7BrO2"	215.046	
7505	"DTXSID7057602"	"Lotrafiban"	"171049-14-2"	"C23H32N4O4"	428.533	80274
7506	"DTXSID7057604"	"Aminopentamide sulfate"	"20701-77-3"	"C19H26N2O5S"	394.49	176163
7507	"DTXSID7057606"	"2-Aminoethyldiethylamine"	"100-36-7"	"C6H16N2"	116.208	60993
7508	"DTXSID7057608"	"Fenadiazole"	"1008-65-7"	"C8H6N2O2"	162.148	5380573
7509	"DTXSID7057650"	"Metamfepramone"	"15351-09-4"	"C11H15NO"	177.247	71872
7510	"DTXSID7057652"	"Istradefylline"	"155270-99-8"	"C20H24N4O4"	384.436	5311037
7511	"DTXSID7057654"	"Embutramide"	"15687-14-6"	"C17H27NO3"	293.407	27453
7512	"DTXSID7057656"	"2-Bromo-4'-chloro-2'-(2-fluorobenzoyl)acetanilide"	"1584-62-9"	"C15H10BrClFNO2"	370.6	74106
7513	"DTXSID7057658"	"3,5-Di-tert-butyl-4-hydroxybenzaldehyde"	"1620-98-0"	"C15H22O2"	234.339	73219
7514	"DTXSID7057731"	"3-Trifluoromethyl-4-nitroanilide"	"393-11-3"	"C7H5F3N2O2"	206.124	94955
7515	"DTXSID7057733"	"4-(4-Chlorophenyl)-4-piperidinol"	"39512-49-7"	"C11H14ClNO"	211.69	38282
7516	"DTXSID7057735"	"1-(2-Furoyl)piperazine"	"40172-95-0"	"C9H12N2O2"	180.207	550206
7517	"DTXSID7057737"	"3'-Acetyl-4'-hydroxybutyranilide"	"40188-45-2"	"C12H15NO3"	221.256	736331
7518	"DTXSID7057739"	"Methyl 4-acetamido-o-anisate"	"4093-29-2"	"C11H13NO4"	223.228	77720
7519	"DTXSID7057781"	"2,3-Dihydroxypropyl methacrylate"	"5919-74-4"	"C7H12O4"	160.169	65442
7520	"DTXSID7057783"	"Diethyl dipropylmalonate"	"6065-63-0"	"C13H24O4"	244.331	80168
7521	"DTXSID7057785"	"Ethyl 2-oxopyrrolidin-2-ylacetate"	"61516-73-2"	"C8H13NO3"	171.196	109094
7522	"DTXSID7057787"	"Methyl 5-(ethylsulfonyl)-o-anisate"	"62140-67-4"	"C11H14O5S"	258.29	6454351
7523	"DTXSID7057789"	"Indobufen"	"63610-08-2"	"C18H17NO3"	295.338	107641
7524	"DTXSID7057810"	"Propoxate"	"7036-58-0"	"C15H18N2O2"	258.321	65591
7525	"DTXSID7057812"	"Fenticonazole"	"72479-26-6"	"C24H20Cl2N2OS"	455.4	51755
7526	"DTXSID7057814"	"Ethyl eicosapentaenoate"	"73310-10-8"			72187525
7527	"DTXSID7057816"	"Omeprazole sulfide"	"73590-85-9"	"C17H19N3O2S"	329.42	155794
7528	"DTXSID7057818"	"Omoconazole"	"74512-12-2"	"C20H17Cl3N2O2"	423.72	3033988
7529	"DTXSID7058701"	"Retene"	"483-65-8"	"C18H18"	234.342	
7530	"DTXSID7058703"	"2-Chloro-4-fluoro-5-nitroanisole"	"84478-76-2"	"C7H5ClFNO3"	205.57	
7531	"DTXSID7058705"	"(R,S)-Equol"	"94105-90-5"	"C15H14O3"	242.274	
7532	"DTXSID7058707"	"2,4-Dichloro-N-(naphthalene-2-yl)benzamide"	"199726-92-6"	"C17H11Cl2NO"	316.18	
7533	"DTXSID7064235"	"5-Nitro-2-mercaptobenzimidazole"	"6325-91-3"	"C7H5N3O2S"	195.2	
7534	"DTXSID80198757"	"4-Hydroxy-3-methoxypyridine"	"62885-41-0"	"C6H7NO2"	125.127	
7535	"DTXSID8020040"	"Aldrin"	"309-00-2"	"C12H8Cl6"	364.9	24860538
7536	"DTXSID8020044"	"Allyl alcohol"	"107-18-6"	"C3H6O"	58.08	7858
7537	"DTXSID8020090"	"Aniline"	"62-53-3"	"C6H7N"	93.129	6115
7538	"DTXSID8020092"	"2-Methoxyaniline hydrochloride"	"134-29-2"	"C7H10ClNO"	159.61	8638
7539	"DTXSID8020094"	"Anthranilic acid"	"118-92-3"	"C7H7NO2"	137.138	227
7540	"DTXSID8020121"	"Sodium azide"	"26628-22-8"	"N3Na"	65.011	33557
7541	"DTXSID8020123"	"Azobenzene"	"103-33-3"	"C12H10N2"	182.226	2272
7542	"DTXSID8020127"	"3'-Azido-3'-deoxythymidine"	"30516-87-1"	"C10H13N5O4"	267.245	35370
7543	"DTXSID8020129"	"Barbituric acid"	"67-52-7"	"C4H4N2O3"	128.087	6211
7544	"DTXSID8020173"	"bis(Chloromethyl) ether"	"542-88-1"	"C2H4Cl2O"	114.95	10967
7545	"DTXSID8020175"	"1,4-Bis[2-(3,5-dichloropyridyloxy)]benzene"	"76150-91-9"	"C16H8Cl4N2O2"	402.05	5382
7546	"DTXSID8020179"	"Diisopropanolamine"	"110-97-4"	"C6H15NO2"	133.191	8086
7547	"DTXSID8020200"	"2-Bromo-1-ethanol"	"540-51-2"	"C2H5BrO"	124.965	10898
7548	"DTXSID8020202"	"Budesonide"	"51333-22-3"	"C25H34O6"	430.541	40000
7549	"DTXSID8020206"	"1-Chlorobutane"	"109-69-3"	"C4H9Cl"	92.57	8005
7550	"DTXSID80202141"	"Ticlopidine hydrochloride"	"53885-35-1"	"C14H15Cl2NS"	300.24	
7551	"DTXSID8020250"	"Carbon tetrachloride"	"56-23-5"	"CCl4"	153.81	5943
7552	"DTXSID8020252"	"Carbromal"	"77-65-6"	"C7H13BrN2O2"	237.097	6488
7553	"DTXSID8020256"	"d-Carvone"	"2244-16-8"	"C10H14O"	150.221	16724
7554	"DTXSID8020331"	"Ciprofibrate"	"52214-84-3"	"C13H14Cl2O3"	289.15	2763
7555	"DTXSID8020337"	"Clomiphene citrate (1:1)"	"50-41-9"	"C32H36ClNO8"	598.09	60974
7556	"DTXSID8020381"	"Deltamethrin"	"52918-63-5"	"C22H19Br2NO3"	505.206	40585
7557	"DTXSID8020383"	"Deserpidine"	"131-01-1"	"C32H38N2O8"	578.662	8550
7558	"DTXSID8020410"	"Dibenzo-p-dioxin"	"262-12-4"	"C12H8O2"	184.194	9216
7559	"DTXSID8020462"	"Diethylene glycol"	"111-46-6"	"C4H10O3"	106.121	8117
7560	"DTXSID8020464"	"Diethyl maleate"	"141-05-9"	"C8H12O4"	172.18	5271566
7561	"DTXSID8020466"	"N,N'-Diethylthiourea"	"105-55-5"	"C5H12N2S"	132.23	2735009
7562	"DTXSID8020468"	"1,2-Diformylhydrazine"	"628-36-4"	"C2H4N2O2"	88.066	12342
7563	"DTXSID8020541"	"5,5-Diphenylhydantoin"	"57-41-0"	"C15H12N2O2"	252.273	1775
7564	"DTXSID8020543"	"Dipyrone"	"68-89-3"	"C13H16N3NaO4S"	333.34	522325
7565	"DTXSID8020545"	"2,5-Dithiobiurea"	"142-46-1"	"C2H6N4S2"	150.22	2724564
7566	"DTXSID8020591"	"Ethyl methylphenylglycidate"	"77-83-8"	"C12H14O3"	206.241	6501
7567	"DTXSID8020593"	"1-Ethyl-1-nitrosourea"	"759-73-9"	"C3H7N3O2"	117.108	12967
7568	"DTXSID8020597"	"Ethylene glycol"	"107-21-1"	"C2H6O2"	62.068	174
7569	"DTXSID8020620"	"Fenthion"	"55-38-9"	"C10H15O3PS2"	278.32	3346
7570	"DTXSID8020622"	"Ferric chloride"	"7705-08-0"	"Cl3Fe"	162.2	166033
7571	"DTXSID8020624"	"Ferbam"	"14484-64-1"	"C9H18FeN3S6"	416.47	26710
7572	"DTXSID8020626"	"Flecainide acetate"	"54143-56-5"	"C19H24F6N2O5"	474.4	41022
7573	"DTXSID8020628"	"Fluometuron"	"2164-17-2"	"C10H11F3N2O"	232.206	16562
7574	"DTXSID8020674"	"Griseofulvin"	"126-07-8"	"C17H17ClO6"	352.77	441140
7575	"DTXSID8020678"	"Hematoxylin"	"517-28-2"	"C16H14O6"	302.282	320930
7576	"DTXSID8020703"	"Hydrazine sulfate"	"10034-93-2"	"H6N2O4S"	130.12	24842
7577	"DTXSID8020707"	"2-Hydrazino-4-phenylthiazole"	"34176-52-8"	"C9H9N3S"	191.25	98613
7578	"DTXSID8020709"	"4-Hydrazinobenzoic acid hydrochloride"	"24589-77-3"	"C7H9ClN2O2"	188.61	90547
7579	"DTXSID8020753"	"Isomalt"	"64519-82-0"	"C12H24O11"	344.313	88735
7580	"DTXSID8020755"	"Isoniazid"	"54-85-3"	"C6H7N3O"	137.142	3767
7581	"DTXSID8020757"	"Isonicotinic acid"	"55-22-1"	"C6H5NO2"	123.111	5922
7582	"DTXSID8020759"	"Isophorone"	"78-59-1"	"C9H14O"	138.21	6544
7583	"DTXSID8020830"	"8-Methoxypsoralen"	"298-81-7"	"C12H8O4"	216.192	4114
7584	"DTXSID8020834"	"Methyl carbamate"	"598-55-0"	"C2H5NO2"	75.067	11722
7585	"DTXSID8020838"	"3'-Methyl-4-(dimethylamino)azobenzene"	"55-80-1"	"C15H17N3"	239.322	5934
7586	"DTXSID8020880"	"4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol"	"76014-81-8"	"C10H15N3O2"	209.249	104856
7587	"DTXSID8020886"	"Methylphenidate hydrochloride"	"298-59-9"	"C14H20ClNO2"	269.77	9280
7588	"DTXSID8020888"	"8-Methylquinoline"	"611-32-5"	"C10H9N"	143.189	11910
7589	"DTXSID8020911"	"Nafenopin"	"3771-19-5"	"C20H22O3"	310.393	19592
7590	"DTXSID8020913"	"Naphthalene"	"91-20-3"	"C10H8"	128.174	931
7591	"DTXSID8020915"	"1-Naphthaleneacetic acid"	"86-87-3"	"C12H10O2"	186.21	6862
7592	"DTXSID8020917"	"N-(1-Naphthyl)ethylenediamine dihydrochloride"	"1465-25-4"	"C12H16Cl2N2"	259.17	15106
7593	"DTXSID8020919"	"1-(1-Naphthyl)-2-thiourea"	"86-88-4"	"C11H10N2S"	202.28	736366
7594	"DTXSID8020961"	"4-Nitroaniline"	"100-01-6"	"C6H6N2O2"	138.126	7475
7595	"DTXSID8020963"	"4-Nitroanthranilic acid"	"619-17-0"	"C7H6N2O4"	182.135	12076
7596	"DTXSID8020965"	"6-Nitrobenzimidazole"	"94-52-0"	"C7H5N3O2"	163.136	7195
7597	"DTXSID8020967"	"1-Nitrobutane"	"627-05-4"	"C4H9NO2"	103.121	12302
7598	"DTXSID8020969"	"Nitroethane"	"79-24-3"	"C2H5NO2"	75.067	6587
7599	"DTXSID8021060"	"N-Nitrosopiperidine"	"100-75-4"	"C5H10N2O"	114.148	7526
7600	"DTXSID8021062"	"N-Nitrosopyrrolidine"	"930-55-2"	"C4H8N2O"	100.121	13591
7601	"DTXSID8021141"	"1,4-Benzenediamine dihydrochloride"	"624-18-0"	"C6H10Cl2N2"	181.06	12205
7602	"DTXSID8021145"	"Phenyl glycidyl ether"	"122-60-1"	"C9H10O2"	150.177	31217
7603	"DTXSID8021147"	"Phenylhydrazine"	"100-63-0"	"C6H8N2"	108.144	7516
7604	"DTXSID8021191"	"Proflavin hydrochloride"	"952-23-8"	"C13H12ClN3"	245.71	197873
7605	"DTXSID8021193"	"Pronethalol"	"54-80-8"	"C15H19NO"	229.323	4930
7606	"DTXSID8021195"	"1,3-Propane sultone"	"1120-71-4"	"C3H6O3S"	122.14	14264
7607	"DTXSID8021197"	"beta-Propiolactone"	"57-57-8"	"C3H4O2"	72.063	2365
7608	"DTXSID8021199"	"Pebulate"	"1114-71-2"	"C10H21NOS"	203.34	14215
7609	"DTXSID8021222"	"p-Benzoquinone dioxime"	"105-11-3"	"C6H6N2O2"	138.126	7737
7610	"DTXSID8021224"	"C.I. Acid Red 114"	"6459-94-5"	"C37H28N4Na2O10S3"	830.81	5479172
7611	"DTXSID8021270"	"Sodium bithionolate"	"6385-58-6"	"C12H4Cl4Na2O2S"	400.0	22882
7612	"DTXSID8021272"	"Sodium chlorite"	"7758-19-2"	"ClNaO2"	90.44	23668197
7613	"DTXSID8021276"	"Sodium hypochlorite"	"7681-52-9"	"ClNaO"	74.44	23665760
7614	"DTXSID8021278"	"Sotalol hydrochloride"	"959-24-0"	"C12H21ClN2O3S"	308.82	66245
7615	"DTXSID8021301"	"Tamoxifen citrate"	"54965-24-1"	"C32H37NO8"	563.647	2733525
7616	"DTXSID8021305"	"(R)-Tegafur"	"37076-68-9"	"C8H9FN2O3"	200.169	5386
7617	"DTXSID8021309"	"Temazepam"	"846-50-4"	"C16H13ClN2O2"	300.74	5391
7618	"DTXSID8021351"	"Stannous chloride"	"7772-99-8"	"Cl2Sn"	189.61	5284466
7619	"DTXSID8021359"	"Tolbutamide"	"64-77-7"	"C12H18N2O3S"	270.35	5505
7620	"DTXSID8021438"	"1,1-Dichloroethylene"	"75-35-4"	"C2H2Cl2"	96.94	6366
7621	"DTXSID8021482"	"Acetone"	"67-64-1"	"C3H6O"	58.08	180
7622	"DTXSID8021484"	"Phthalic acid"	"88-99-3"	"C8H6O4"	166.132	1017
7623	"DTXSID8021486"	"1,​2,​3-​Benzenetricarboxylic acid, hydrate (1:x)"	"732304-21-1"			11288
7624	"DTXSID8021488"	"1,3,5-Benzenetricarboxylic acid"	"554-95-0"	"C9H6O6"	210.141	11138
7625	"DTXSID8021513"	"Butyraldehyde"	"123-72-8"	"C4H8O"	72.107	261
7626	"DTXSID8021515"	"Butanoic acid"	"107-92-6"	"C4H8O2"	88.106	264
7627	"DTXSID8021517"	"Maleic acid"	"110-16-7"	"C4H4O4"	116.072	444266
7628	"DTXSID8021519"	"2-(2-Butoxyethoxy)ethanol"	"112-34-5"	"C8H18O3"	162.229	8177
7629	"DTXSID8021561"	"2,2-Dichloroacetamide"	"683-72-7"	"C2H3Cl2NO"	127.95	12694
7630	"DTXSID8021563"	"4,6-Dichloro-1,3-benzenediol"	"137-19-9"	"C6H4Cl2O2"	179.0	67299
7631	"DTXSID8021565"	"2,3-Dichlorobutane"	"7581-97-7"	"C4H8Cl2"	127.01	24233
7632	"DTXSID8021640"	"Nonanedioic acid"	"123-99-9"	"C9H16O4"	188.223	2266
7633	"DTXSID8021642"	"Octadecanoic acid"	"57-11-4"	"C18H36O2"	284.484	5281
7634	"DTXSID8021644"	"Octanedioic acid"	"505-48-6"	"C8H14O4"	174.196	10457
7635	"DTXSID8021646"	"2-Oxobutanedioic acid"	"328-42-7"	"C4H4O5"	132.071	970
7636	"DTXSID8021648"	"4-Oxopentanoic acid"	"123-76-2"	"C5H8O3"	116.116	11579
7637	"DTXSID8021690"	"Undecanoic acid"	"112-37-8"	"C11H22O2"	186.295	8180
7638	"DTXSID8021721"	"Strychnine hemisulphate salt"	"60-41-3"	"C42H46N4O8S"	766.91	22833295
7639	"DTXSID8021725"	"Nicotine sulfate"	"65-30-5"	"C20H30N4O4S"	422.54	2735101
7640	"DTXSID8021729"	"Dicumarol"	"66-76-2"	"C19H12O6"	336.299	54676038
7641	"DTXSID8021771"	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	"C11H16O"	164.248	6643
7642	"DTXSID8021775"	"3-Methylindole"	"83-34-1"	"C9H9N"	131.178	6736
7643	"DTXSID8021777"	"Riboflavin"	"83-88-5"	"C17H20N4O6"	376.369	493570
7644	"DTXSID8021800"	"N,N-Diethylaniline"	"91-66-7"	"C10H15N"	149.237	7061
7645	"DTXSID8021802"	"1,1'-Bicyclohexyl"	"92-51-3"	"C12H22"	166.308	7094
7646	"DTXSID8021804"	"Benzocaine"	"94-09-7"	"C9H11NO2"	165.192	2337
7647	"DTXSID8021806"	"2,4-Dihydroxybenzaldehyde"	"95-01-2"	"C7H6O3"	138.122	
7648	"DTXSID8021808"	"o-Cresol"	"95-48-7"	"C7H8O"	108.14	335
7649	"DTXSID8021854"	"N,N-Dimethylbenzylamine"	"103-83-3"	"C9H13N"	135.21	7681
7650	"DTXSID8021856"	"4-Butylaniline"	"104-13-2"	"C10H15N"	149.237	7694
7651	"DTXSID8021931"	"1-Hexanol"	"111-27-3"	"C6H14O"	102.177	8103
7652	"DTXSID8021937"	"1-Heptanol"	"111-70-6"	"C7H16O"	116.204	8129
7653	"DTXSID8021939"	"1-Octanamine"	"111-86-4"	"C8H19N"	129.247	8143
7654	"DTXSID8022036"	"(1S)-(-)-Camphor"	"464-48-2"	"C10H16O"	152.237	444294
7655	"DTXSID8022080"	"2,4,6-Triiodophenol"	"609-23-4"	"C6H3I3O"	471.802	11862
7656	"DTXSID8022082"	"2-Hydroxyacetanilide"	"614-80-2"	"C8H9NO2"	151.165	11972
7657	"DTXSID8022084"	"4-Ethoxy-2-nitroaniline"	"616-86-4"	"C8H10N2O3"	182.179	69229
7658	"DTXSID8022086"	"4-Nitrobenzamide"	"619-80-7"	"C7H6N2O3"	166.136	12091
7659	"DTXSID8022111"	"N-(3,4-Dichlorophenyl)propanamide"	"709-98-8"	"C9H9Cl2NO"	218.08	4933
7660	"DTXSID8022113"	"3,4-Dichloro-1-butene"	"760-23-6"	"C4H6Cl2"	124.99	12971
7661	"DTXSID8022117"	"Amantadine"	"768-94-5"	"C10H17N"	151.253	2130
7662	"DTXSID8022161"	"Ioxynil"	"1689-83-4"	"C7H3I2NO"	370.916	15530
7663	"DTXSID8022246"	"1,4-Piperazinedipropanamine"	"7209-38-3"	"C10H24N4"	200.33	81629
7664	"DTXSID8022292"	"Permethrin"	"52645-53-1"	"C21H20Cl2O3"	391.29	40326
7665	"DTXSID8022325"	"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane"	"2971-36-0"	"C14H11Cl3O2"	317.59	76302
7666	"DTXSID8022329"	"Epitestosterone"	"481-30-1"	"C19H28O2"	288.431	10204
7667	"DTXSID8022371"	"Testosterone"	"58-22-0"	"C19H28O2"	288.431	6013
7668	"DTXSID8022377"	"17alpha-Estradiol"	"57-91-0"	"C18H24O2"	272.388	68570
7669	"DTXSID8022404"	"2,2'-Dihydroxybenzophenone"	"835-11-0"	"C13H10O3"	214.22	70038
7670	"DTXSID8022406"	"2,4-Dihydroxybenzophenone"	"131-56-6"	"C13H10O3"	214.22	8572
7671	"DTXSID8022408"	"Phenol red"	"143-74-8"	"C19H14O5S"	354.38	4766
7672	"DTXSID8022585"	"Amifostine"	"20537-88-6"	"C5H15N2O3PS"	214.22	2141
7673	"DTXSID8022589"	"Aminoglutethimide"	"125-84-8"	"C13H16N2O2"	232.283	2145
7674	"DTXSID8022610"	"Anileridine"	"144-14-9"	"C22H28N2O2"	352.478	8944
7675	"DTXSID8022612"	"Anisotropine methylbromide"	"80-50-2"	"C17H32BrNO2"	362.352	657201
7676	"DTXSID8022614"	"Apomorphine"	"58-00-4"	"C17H17NO2"	267.328	6005
7677	"DTXSID8022666"	"Betaine"	"107-43-7"	"C5H11NO2"	117.148	247
7678	"DTXSID8022741"	"Carbutamide"	"339-43-5"	"C11H17N3O3S"	271.34	9564
7679	"DTXSID8022743"	"N,N'-Bis(2-chloroethyl)-N-nitrosourea"	"154-93-8"	"C5H9Cl2N3O2"	214.05	2578
7680	"DTXSID8022749"	"Cefadroxil"	"50370-12-2"	"C16H17N3O5S"	363.39	47965
7681	"DTXSID8022822"	"Cinoxacin"	"28657-80-9"	"C12H10N2O5"	262.221	2762
7682	"DTXSID8022824"	"Ciprofloxacin"	"85721-33-1"	"C17H18FN3O3"	331.347	
7683	"DTXSID8022828"	"Cladribine"	"4291-63-8"	"C10H12ClN5O3"	285.69	20279
7684	"DTXSID8022870"	"Cycloserine"	"68-41-7"	"C3H6N2O2"	102.093	6234
7685	"DTXSID8022872"	"Cyproheptadine"	"129-03-3"	"C21H21N"	287.406	2913
7686	"DTXSID8022901"	"Dexamethasone acetate"	"1177-87-3"	"C24H31FO6"	434.504	236702
7687	"DTXSID8022955"	"Dithiazanine iodide"	"514-73-8"	"C23H23IN2S2"	518.48	6433197
7688	"DTXSID8022959"	"Docusate sodium"	"577-11-7"	"C20H37NaO7S"	444.56	23673837
7689	"DTXSID8023000"	"Estradiol dipropionate"	"113-38-2"	"C24H32O4"	384.516	8225
7690	"DTXSID8023004"	"Estradiol valerate"	"979-32-8"	"C23H32O3"	356.506	13791
7691	"DTXSID8023050"	"Fentiazac"	"18046-21-4"	"C17H12ClNO2S"	329.8	28871
7692	"DTXSID8023054"	"Flecainide"	"54143-55-4"	"C17H20F6N2O3"	414.348	3356
7693	"DTXSID8023137"	"Hydroxyzine"	"68-88-2"	"C21H27ClN2O2"	374.91	3658
7694	"DTXSID8023181"	"Ivermectin B1a"	"71827-03-7"	"C48H74O14"	875.106	6321424
7695	"DTXSID8023183"	"Josamycin"	"16846-24-5"	"C42H69NO15"	828.006	5284579
7696	"DTXSID8023185"	"Kanamycin B"	"4696-76-8"	"C18H37N5O10"	483.519	439318
7697	"DTXSID8023187"	"Ketamine"	"6740-88-1"	"C13H16ClNO"	237.73	3821
7698	"DTXSID8023214"	"Levothyroxine"	"51-48-9"	"C15H11I4NO4"	776.874	5819
7699	"DTXSID8023216"	"3,5,3'-Triiodothyronine"	"6893-02-3"	"C15H12I3NO4"	650.977	5920
7700	"DTXSID8023260"	"Meprednisone"	"1247-42-3"	"C22H28O5"	372.461	5284587
7701	"DTXSID8023262"	"Mequitazine"	"29216-28-2"	"C20H22N2S"	322.47	4066
7702	"DTXSID8023345"	"Nalbuphine"	"20594-83-6"	"C21H27NO4"	357.45	5311304
7703	"DTXSID8023347"	"Nalmefene"	"55096-26-9"	"C21H25NO3"	339.435	5284594
7704	"DTXSID8023349"	"Naloxone"	"465-65-6"	"C19H21NO4"	327.38	5284596
7705	"DTXSID8023393"	"Ondansetron"	"99614-02-5"	"C18H19N3O"	293.37	4595
7706	"DTXSID8023395"	"Orlistat"	"96829-58-2"	"C29H53NO5"	495.745	5284600
7707	"DTXSID8023422"	"Paramethasone acetate"	"1597-82-6"	"C24H31FO6"	434.504	443928
7708	"DTXSID8023426"	"Paroxypropione"	"70-70-2"	"C9H10O2"	150.177	6271
7709	"DTXSID8023470"	"Phthalylsulfathiazole"	"85-73-4"	"C17H13N3O5S2"	403.43	4806
7710	"DTXSID8023472"	"Phytonadione"	"84-80-0"	"C31H46O2"	450.707	5284607
7711	"DTXSID8023474"	"1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-2H-Benzimidazol-2-one"	"2062-78-4"	"C28H29F2N3O"	461.557	16362
7712	"DTXSID8023476"	"Pindolol"	"13523-86-9"	"C14H20N2O2"	248.326	4828
7713	"DTXSID8023478"	"Pipecuronium bromide"	"52212-02-9"	"C35H62Br2N4O4"	762.713	65332
7714	"DTXSID8023505"	"Prednisolone tebutate"	"7681-14-3"	"C27H38O6"	458.595	93055
7715	"DTXSID8023551"	"Ramipril"	"87333-19-5"	"C23H32N2O5"	416.518	5362129
7716	"DTXSID8023557"	"Ribavirin"	"36791-04-5"	"C8H12N4O5"	244.207	37542
7717	"DTXSID8023630"	"Talbutal"	"115-44-6"	"C11H16N2O3"	224.26	8275
7718	"DTXSID8023632"	"L-Tartaric acid"	"87-69-4"	"C4H6O6"	150.086	444305
7719	"DTXSID8023636"	"Telmisartan"	"144701-48-4"	"C33H30N4O2"	514.629	65999
7720	"DTXSID8023638"	"Teniposide"	"29767-20-2"	"C32H32O13S"	656.66	5284623
7721	"DTXSID8023680"	"Tobramycin"	"32986-56-4"	"C18H37N5O9"	467.52	36294
7722	"DTXSID8023688"	"Topiramate"	"97240-79-4"	"C12H21NO8S"	339.36	5284627
7723	"DTXSID8023713"	"Trimetozine"	"635-41-6"	"C14H19NO5"	281.308	12478
7724	"DTXSID8023719"	"Troglitazone"	"97322-87-7"	"C24H27NO5S"	441.54	5591
7725	"DTXSID8023846"	"Acephate"	"30560-19-1"	"C4H10NO3PS"	183.16	1982
7726	"DTXSID8023848"	"Acetochlor"	"34256-82-1"	"C14H20ClNO2"	269.77	1988
7727	"DTXSID8023890"	"Asulam"	"3337-71-1"	"C8H10N2O4S"	230.24	18752
7728	"DTXSID8023892"	"Abamectin"	"71751-41-2"			6434889
7729	"DTXSID8023927"	"p-Bromodiphenyl ether"	"101-55-3"	"C12H9BrO"	249.107	7565
7730	"DTXSID8023971"	"2-Chloronaphthalene"	"91-58-7"	"C10H7Cl"	162.62	7056
7731	"DTXSID8023973"	"4-Chlorophenyl methyl sulfide"	"123-09-1"	"C7H7ClS"	158.64	31243
7732	"DTXSID8023977"	"2-Chlorotoluene"	"95-49-8"	"C7H7Cl"	126.58	7238
7733	"DTXSID8024072"	"Diphenamid"	"957-51-7"	"C16H17NO"	239.318	13728
7734	"DTXSID8024101"	"Tribenuron-methyl"	"101200-48-0"	"C15H17N5O6S"	395.39	153909
7735	"DTXSID8024105"	"Fluorene"	"86-73-7"	"C13H10"	166.223	6853
7736	"DTXSID8024107"	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	"C19H14F3NO"	329.322	43079
7737	"DTXSID8024109"	"Flutolanil"	"66332-96-5"	"C17H16F3NO2"	323.315	47898
7738	"DTXSID8024151"	"Imazalil"	"35554-44-0"	"C14H14Cl2N2O"	297.18	37175
7739	"DTXSID8024153"	"Indeno(1,2,3-cd)pyrene"	"193-39-5"	"C22H12"	276.338	9131
7740	"DTXSID8024157"	"Isopropalin"	"33820-53-0"	"C15H23N3O4"	309.366	36606
7741	"DTXSID8024159"	"Isoxaben"	"82558-50-7"	"C18H24N2O4"	332.4	73672
7742	"DTXSID8024234"	"Norflurazon"	"27314-13-2"	"C12H9ClF3N3O"	303.67	33775
7743	"DTXSID8024236"	"Octabromodiphenyl ether"	"32536-52-0"			6537506
7744	"DTXSID8024238"	"Oryzalin"	"19044-88-3"	"C12H18N4O6S"	346.36	29393
7745	"DTXSID8024280"	"Propiconazole"	"60207-90-1"	"C15H17Cl2N3O2"	342.22	43234
7746	"DTXSID8024284"	"1-Methoxy-2-propanol"	"107-98-2"	"C4H10O2"	90.122	7900
7747	"DTXSID8024286"	"Propyleneimine"	"75-55-8"	"C3H7N"	57.096	6377
7748	"DTXSID8024311"	"Sodium fluoroacetate"	"62-74-8"	"C2H2FNaO2"	100.024	16212360
7749	"DTXSID8024315"	"Myclobutanil"	"88671-89-0"	"C15H17ClN4"	288.78	6336
7750	"DTXSID8024317"	"Terbacil"	"5902-51-2"	"C9H13ClN2O2"	216.67	22188
